s3_key,collect,path,step,filename,size_bytes,last_modified,category
IHTest_202104_DistStA/Path26_DistStA/Path26_Step20_DistStA/IHTest_202104_Path26_Step20_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step20_DistStA,IHTest_202104_Path26_Step20_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T21:16:17+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step20_DistStA/IHTest_202104_Path26_Step20_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step20_DistStA,IHTest_202104_Path26_Step20_LWHSI1_collect0_DistStA.hdr,3583,2024-05-02T21:16:30+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step20_DistStA/IHTest_202104_Path26_Step20_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step20_DistStA,IHTest_202104_Path26_Step20_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T22:13:02+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step20_DistStA/IHTest_202104_Path26_Step20_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step20_DistStA,IHTest_202104_Path26_Step20_LWHSI1_collect1_DistStA.hdr,3583,2024-05-02T22:13:08+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step20_DistStA/IHTest_202104_Path26_Step20_LWHSI1_collect2_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step20_DistStA,IHTest_202104_Path26_Step20_LWHSI1_collect2_DistStA.bsq,425984000,2024-05-02T21:16:32+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step20_DistStA/IHTest_202104_Path26_Step20_LWHSI1_collect2_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step20_DistStA,IHTest_202104_Path26_Step20_LWHSI1_collect2_DistStA.hdr,3583,2024-05-02T21:17:54+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step20_DistStA/IHTest_202104_Path26_Step20_LWHSI1_collect3_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step20_DistStA,IHTest_202104_Path26_Step20_LWHSI1_collect3_DistStA.bsq,425984000,2024-05-02T22:13:10+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step20_DistStA/IHTest_202104_Path26_Step20_LWHSI1_collect3_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step20_DistStA,IHTest_202104_Path26_Step20_LWHSI1_collect3_DistStA.hdr,3583,2024-05-02T22:13:12+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step21_DistStA/IHTest_202104_Path26_Step21_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step21_DistStA,IHTest_202104_Path26_Step21_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T22:16:16+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step21_DistStA/IHTest_202104_Path26_Step21_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step21_DistStA,IHTest_202104_Path26_Step21_LWHSI1_collect0_DistStA.hdr,3583,2024-05-02T22:16:16+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step21_DistStA/IHTest_202104_Path26_Step21_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step21_DistStA,IHTest_202104_Path26_Step21_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T21:24:01+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step21_DistStA/IHTest_202104_Path26_Step21_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step21_DistStA,IHTest_202104_Path26_Step21_LWHSI1_collect1_DistStA.hdr,3583,2024-05-02T21:24:26+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step21_DistStA/IHTest_202104_Path26_Step21_LWHSI1_collect2_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step21_DistStA,IHTest_202104_Path26_Step21_LWHSI1_collect2_DistStA.bsq,425984000,2024-05-02T22:16:18+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step21_DistStA/IHTest_202104_Path26_Step21_LWHSI1_collect2_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step21_DistStA,IHTest_202104_Path26_Step21_LWHSI1_collect2_DistStA.hdr,3583,2024-05-02T22:16:24+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step21_DistStA/IHTest_202104_Path26_Step21_LWHSI1_collect3_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step21_DistStA,IHTest_202104_Path26_Step21_LWHSI1_collect3_DistStA.bsq,425984000,2024-05-02T21:24:30+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step21_DistStA/IHTest_202104_Path26_Step21_LWHSI1_collect3_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step21_DistStA,IHTest_202104_Path26_Step21_LWHSI1_collect3_DistStA.hdr,3583,2024-05-02T21:25:17+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step22_DistStA/IHTest_202104_Path26_Step22_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step22_DistStA,IHTest_202104_Path26_Step22_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T21:31:46+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step22_DistStA/IHTest_202104_Path26_Step22_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step22_DistStA,IHTest_202104_Path26_Step22_LWHSI1_collect0_DistStA.hdr,3583,2024-05-02T21:32:14+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step22_DistStA/IHTest_202104_Path26_Step22_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step22_DistStA,IHTest_202104_Path26_Step22_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T22:18:44+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step22_DistStA/IHTest_202104_Path26_Step22_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step22_DistStA,IHTest_202104_Path26_Step22_LWHSI1_collect1_DistStA.hdr,3583,2024-05-02T22:18:42+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step22_DistStA/IHTest_202104_Path26_Step22_LWHSI1_collect2_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step22_DistStA,IHTest_202104_Path26_Step22_LWHSI1_collect2_DistStA.bsq,425984000,2024-05-02T21:32:18+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step22_DistStA/IHTest_202104_Path26_Step22_LWHSI1_collect2_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step22_DistStA,IHTest_202104_Path26_Step22_LWHSI1_collect2_DistStA.hdr,3583,2024-05-02T21:32:43+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step22_DistStA/IHTest_202104_Path26_Step22_LWHSI1_collect3_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step22_DistStA,IHTest_202104_Path26_Step22_LWHSI1_collect3_DistStA.bsq,425984000,2024-05-02T22:18:46+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step22_DistStA/IHTest_202104_Path26_Step22_LWHSI1_collect3_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step22_DistStA,IHTest_202104_Path26_Step22_LWHSI1_collect3_DistStA.hdr,3583,2024-05-02T22:18:44+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step23_DistStA/IHTest_202104_Path26_Step23_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step23_DistStA,IHTest_202104_Path26_Step23_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T12:38:39+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step23_DistStA/IHTest_202104_Path26_Step23_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step23_DistStA,IHTest_202104_Path26_Step23_LWHSI1_collect0_DistStA.hdr,3583,2024-05-02T12:39:53+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step23_DistStA/IHTest_202104_Path26_Step23_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step23_DistStA,IHTest_202104_Path26_Step23_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T12:40:21+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step23_DistStA/IHTest_202104_Path26_Step23_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step23_DistStA,IHTest_202104_Path26_Step23_LWHSI1_collect1_DistStA.hdr,3583,2024-05-02T12:41:50+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step23_DistStA/IHTest_202104_Path26_Step23_LWHSI1_collect2_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step23_DistStA,IHTest_202104_Path26_Step23_LWHSI1_collect2_DistStA.bsq,425984000,2024-05-02T12:39:55+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step23_DistStA/IHTest_202104_Path26_Step23_LWHSI1_collect2_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step23_DistStA,IHTest_202104_Path26_Step23_LWHSI1_collect2_DistStA.hdr,3583,2024-05-02T12:41:40+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step23_DistStA/IHTest_202104_Path26_Step23_LWHSI1_collect3_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step23_DistStA,IHTest_202104_Path26_Step23_LWHSI1_collect3_DistStA.bsq,425984000,2024-05-02T12:41:54+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step23_DistStA/IHTest_202104_Path26_Step23_LWHSI1_collect3_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step23_DistStA,IHTest_202104_Path26_Step23_LWHSI1_collect3_DistStA.hdr,3583,2024-05-02T12:43:16+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step24_DistStA/IHTest_202104_Path26_Step24_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step24_DistStA,IHTest_202104_Path26_Step24_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T12:55:23+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step24_DistStA/IHTest_202104_Path26_Step24_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step24_DistStA,IHTest_202104_Path26_Step24_LWHSI1_collect0_DistStA.hdr,3583,2024-05-02T12:57:00+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step24_DistStA/IHTest_202104_Path26_Step24_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step24_DistStA,IHTest_202104_Path26_Step24_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T12:56:28+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step24_DistStA/IHTest_202104_Path26_Step24_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step24_DistStA,IHTest_202104_Path26_Step24_LWHSI1_collect1_DistStA.hdr,3583,2024-05-02T12:58:28+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step24_DistStA/IHTest_202104_Path26_Step24_LWHSI1_collect2_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step24_DistStA,IHTest_202104_Path26_Step24_LWHSI1_collect2_DistStA.bsq,425984000,2024-05-02T12:57:03+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step24_DistStA/IHTest_202104_Path26_Step24_LWHSI1_collect2_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step24_DistStA,IHTest_202104_Path26_Step24_LWHSI1_collect2_DistStA.hdr,3583,2024-05-02T12:58:43+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step24_DistStA/IHTest_202104_Path26_Step24_LWHSI1_collect3_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step24_DistStA,IHTest_202104_Path26_Step24_LWHSI1_collect3_DistStA.bsq,425984000,2024-05-02T12:58:32+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step24_DistStA/IHTest_202104_Path26_Step24_LWHSI1_collect3_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step24_DistStA,IHTest_202104_Path26_Step24_LWHSI1_collect3_DistStA.hdr,3583,2024-05-02T13:00:05+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step25_DistStA/IHTest_202104_Path26_Step25_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step25_DistStA,IHTest_202104_Path26_Step25_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T13:11:22+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step25_DistStA/IHTest_202104_Path26_Step25_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step25_DistStA,IHTest_202104_Path26_Step25_LWHSI1_collect0_DistStA.hdr,3583,2024-05-02T13:12:42+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step25_DistStA/IHTest_202104_Path26_Step25_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step25_DistStA,IHTest_202104_Path26_Step25_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T13:13:11+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step25_DistStA/IHTest_202104_Path26_Step25_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step25_DistStA,IHTest_202104_Path26_Step25_LWHSI1_collect1_DistStA.hdr,3583,2024-05-02T13:14:38+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step25_DistStA/IHTest_202104_Path26_Step25_LWHSI1_collect2_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step25_DistStA,IHTest_202104_Path26_Step25_LWHSI1_collect2_DistStA.bsq,425984000,2024-05-02T13:12:45+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step25_DistStA/IHTest_202104_Path26_Step25_LWHSI1_collect2_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step25_DistStA,IHTest_202104_Path26_Step25_LWHSI1_collect2_DistStA.hdr,3097,2024-05-02T13:13:58+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step25_DistStA/IHTest_202104_Path26_Step25_LWHSI1_collect3_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step25_DistStA,IHTest_202104_Path26_Step25_LWHSI1_collect3_DistStA.bsq,425984000,2024-05-02T13:14:41+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step25_DistStA/IHTest_202104_Path26_Step25_LWHSI1_collect3_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step25_DistStA,IHTest_202104_Path26_Step25_LWHSI1_collect3_DistStA.hdr,3097,2024-05-02T13:16:14+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step26_DistStA/IHTest_202104_Path26_Step26_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step26_DistStA,IHTest_202104_Path26_Step26_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T13:28:01+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step26_DistStA/IHTest_202104_Path26_Step26_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step26_DistStA,IHTest_202104_Path26_Step26_LWHSI1_collect0_DistStA.hdr,3097,2024-05-02T13:29:31+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step26_DistStA/IHTest_202104_Path26_Step26_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step26_DistStA,IHTest_202104_Path26_Step26_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T13:26:28+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step26_DistStA/IHTest_202104_Path26_Step26_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step26_DistStA,IHTest_202104_Path26_Step26_LWHSI1_collect1_DistStA.hdr,3097,2024-05-02T13:27:36+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step26_DistStA/IHTest_202104_Path26_Step26_LWHSI1_collect2_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step26_DistStA,IHTest_202104_Path26_Step26_LWHSI1_collect2_DistStA.bsq,425984000,2024-05-02T13:29:35+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step26_DistStA/IHTest_202104_Path26_Step26_LWHSI1_collect2_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step26_DistStA,IHTest_202104_Path26_Step26_LWHSI1_collect2_DistStA.hdr,3097,2024-05-02T13:30:42+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step26_DistStA/IHTest_202104_Path26_Step26_LWHSI1_collect3_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step26_DistStA,IHTest_202104_Path26_Step26_LWHSI1_collect3_DistStA.bsq,425984000,2024-05-02T13:27:38+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step26_DistStA/IHTest_202104_Path26_Step26_LWHSI1_collect3_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step26_DistStA,IHTest_202104_Path26_Step26_LWHSI1_collect3_DistStA.hdr,3097,2024-05-02T13:29:00+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step27_DistStA/IHTest_202104_Path26_Step27_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step27_DistStA,IHTest_202104_Path26_Step27_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T13:41:45+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step27_DistStA/IHTest_202104_Path26_Step27_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step27_DistStA,IHTest_202104_Path26_Step27_LWHSI1_collect0_DistStA.hdr,3097,2024-05-02T13:43:39+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step27_DistStA/IHTest_202104_Path26_Step27_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step27_DistStA,IHTest_202104_Path26_Step27_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T13:40:49+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step27_DistStA/IHTest_202104_Path26_Step27_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step27_DistStA,IHTest_202104_Path26_Step27_LWHSI1_collect1_DistStA.hdr,3097,2024-05-02T13:42:36+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step27_DistStA/IHTest_202104_Path26_Step27_LWHSI1_collect2_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step27_DistStA,IHTest_202104_Path26_Step27_LWHSI1_collect2_DistStA.bsq,425984000,2024-05-02T13:43:43+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step27_DistStA/IHTest_202104_Path26_Step27_LWHSI1_collect2_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step27_DistStA,IHTest_202104_Path26_Step27_LWHSI1_collect2_DistStA.hdr,3097,2024-05-02T13:45:08+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step27_DistStA/IHTest_202104_Path26_Step27_LWHSI1_collect3_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step27_DistStA,IHTest_202104_Path26_Step27_LWHSI1_collect3_DistStA.bsq,425984000,2024-05-02T13:42:38+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step27_DistStA/IHTest_202104_Path26_Step27_LWHSI1_collect3_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step27_DistStA,IHTest_202104_Path26_Step27_LWHSI1_collect3_DistStA.hdr,3097,2024-05-02T13:44:29+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step28_DistStA/IHTest_202104_Path26_Step28_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step28_DistStA,IHTest_202104_Path26_Step28_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T13:58:44+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step28_DistStA/IHTest_202104_Path26_Step28_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step28_DistStA,IHTest_202104_Path26_Step28_LWHSI1_collect0_DistStA.hdr,3097,2024-05-02T14:00:21+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step28_DistStA/IHTest_202104_Path26_Step28_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step28_DistStA,IHTest_202104_Path26_Step28_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T13:57:57+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step28_DistStA/IHTest_202104_Path26_Step28_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step28_DistStA,IHTest_202104_Path26_Step28_LWHSI1_collect1_DistStA.hdr,3097,2024-05-02T13:59:45+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step28_DistStA/IHTest_202104_Path26_Step28_LWHSI1_collect2_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step28_DistStA,IHTest_202104_Path26_Step28_LWHSI1_collect2_DistStA.bsq,425984000,2024-05-02T14:00:28+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step28_DistStA/IHTest_202104_Path26_Step28_LWHSI1_collect2_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step28_DistStA,IHTest_202104_Path26_Step28_LWHSI1_collect2_DistStA.hdr,3097,2024-05-02T14:01:59+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step28_DistStA/IHTest_202104_Path26_Step28_LWHSI1_collect3_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step28_DistStA,IHTest_202104_Path26_Step28_LWHSI1_collect3_DistStA.bsq,425984000,2024-05-02T13:59:49+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step28_DistStA/IHTest_202104_Path26_Step28_LWHSI1_collect3_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step28_DistStA,IHTest_202104_Path26_Step28_LWHSI1_collect3_DistStA.hdr,3097,2024-05-02T14:01:11+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step29_DistStA/IHTest_202104_Path26_Step29_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step29_DistStA,IHTest_202104_Path26_Step29_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T14:18:32+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step29_DistStA/IHTest_202104_Path26_Step29_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step29_DistStA,IHTest_202104_Path26_Step29_LWHSI1_collect0_DistStA.hdr,3097,2024-05-02T14:20:29+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step29_DistStA/IHTest_202104_Path26_Step29_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step29_DistStA,IHTest_202104_Path26_Step29_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T14:11:55+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step29_DistStA/IHTest_202104_Path26_Step29_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step29_DistStA,IHTest_202104_Path26_Step29_LWHSI1_collect1_DistStA.hdr,3097,2024-05-02T14:13:31+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step29_DistStA/IHTest_202104_Path26_Step29_LWHSI1_collect2_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step29_DistStA,IHTest_202104_Path26_Step29_LWHSI1_collect2_DistStA.bsq,425984000,2024-05-02T14:20:34+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step29_DistStA/IHTest_202104_Path26_Step29_LWHSI1_collect2_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step29_DistStA,IHTest_202104_Path26_Step29_LWHSI1_collect2_DistStA.hdr,3097,2024-05-02T14:22:30+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step29_DistStA/IHTest_202104_Path26_Step29_LWHSI1_collect3_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step29_DistStA,IHTest_202104_Path26_Step29_LWHSI1_collect3_DistStA.bsq,425984000,2024-05-02T14:13:33+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step29_DistStA/IHTest_202104_Path26_Step29_LWHSI1_collect3_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step29_DistStA,IHTest_202104_Path26_Step29_LWHSI1_collect3_DistStA.hdr,3097,2024-05-02T14:14:57+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step2_DistStA/IHTest_202104_Path26_Step2_LWHSI1_collect0_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step2_DistStA,IHTest_202104_Path26_Step2_LWHSI1_collect0_DistStA.bsq,425984000,2024-05-02T14:29:38+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step2_DistStA/IHTest_202104_Path26_Step2_LWHSI1_collect0_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step2_DistStA,IHTest_202104_Path26_Step2_LWHSI1_collect0_DistStA.hdr,3097,2024-05-02T14:31:06+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step2_DistStA/IHTest_202104_Path26_Step2_LWHSI1_collect1_DistStA.bsq,IHTest_202104_DistStA,Path26_DistStA,Path26_Step2_DistStA,IHTest_202104_Path26_Step2_LWHSI1_collect1_DistStA.bsq,425984000,2024-05-02T14:35:44+00:00,raw
IHTest_202104_DistStA/Path26_DistStA/Path26_Step2_DistStA/IHTest_202104_Path26_Step2_LWHSI1_collect1_DistStA.hdr,IHTest_202104_DistStA,Path26_DistStA,Path26_Step2_DistStA,IHTest_202104_Path26_Step2_LWHSI1_collect1_DistStA.hdr,3097,2024-05-02T14:37:19+00:00,raw
