scene_id,scene,collection,path,step,path_name,step_name,source_pool,scene_dir,hdr_path,bsq_path,original_cyl_path,original_corresp_path,manual_picks_path,benchmark_corresp_path,benchmark_cyl_path,las_path,sensor_id,sensor_num_bands,fit_rmse_total_px,num_picked_pairs,fit_json,session_json,has_fit_json,has_session_json,join_key
IHTest_202104_DistStA/Path15_DistStA/Path15_Step26,IHTest_202104_DistStA / path15 / path15_step26,IHTest_202104_DistStA,path15,path15_step26,Path15_DistStA,Path15_Step26,with_prior_cyl,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step26_DistStA,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step26_DistStA/IHTest_202104_Path15_Step26_LWHSI1_collect0_DistStA.hdr,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step26_DistStA/IHTest_202104_Path15_Step26_LWHSI1_collect0_DistStA.bsq,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step26_DistStA/IHTest_202104_Path15_Step26_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step26_DistStA/IHTest_202104_Path15_Step26_LWHSI1_collect0_DistStA_corresp.txt,,,,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step26_DistStA/IHTest_202104_Path15_Step26_HiResLIDAR_DistStA.las,LWHSI1,256.0,,,,,False,False,IHTest_202104_DistStA|path15|path15_step26
IHTest_202104_DistStA/Path15_DistStA/Path15_Step5,IHTest_202104_DistStA / path15 / path15_step5,IHTest_202104_DistStA,path15,path15_step5,Path15_DistStA,Path15_Step5,with_prior_cyl,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step5_DistStA,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step5_DistStA/IHTest_202104_Path15_Step5_LWHSI1_collect0_DistStA.hdr,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step5_DistStA/IHTest_202104_Path15_Step5_LWHSI1_collect0_DistStA.bsq,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step5_DistStA/IHTest_202104_Path15_Step5_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step5_DistStA/IHTest_202104_Path15_Step5_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path15/path15_step5/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path15/path15_step5/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path15/path15_step5/fitted.cyl,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step5_DistStA/IHTest_202104_Path15_Step5_HiResLIDAR_DistStA.las,LWHSI1,256.0,0.8511885555566326,8.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path15/path15_step5/fit.json,,True,False,IHTest_202104_DistStA|path15|path15_step5
IHTest_202104_DistStA/Path15_DistStA/Path15_Step6,IHTest_202104_DistStA / path15 / path15_step6,IHTest_202104_DistStA,path15,path15_step6,Path15_DistStA,Path15_Step6,with_prior_cyl,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step6_DistStA,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step6_DistStA/IHTest_202104_Path15_Step6_LWHSI1_collect0_DistStA.hdr,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step6_DistStA/IHTest_202104_Path15_Step6_LWHSI1_collect0_DistStA.bsq,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step6_DistStA/IHTest_202104_Path15_Step6_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step6_DistStA/IHTest_202104_Path15_Step6_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path15/path15_step6/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path15/path15_step6/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path15/path15_step6/fitted.cyl,/disk/IHTest_202104_DistStA/Path15_DistStA/Path15_Step6_DistStA/IHTest_202104_Path15_Step6_HiResLIDAR_DistStA.las,LWHSI1,256.0,0.4955491125382136,8.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path15/path15_step6/fit.json,,True,False,IHTest_202104_DistStA|path15|path15_step6
IHTest_202104_DistStA/Path17_DistStA/Path17_Step1,IHTest_202104_DistStA / path17 / path17_step1,IHTest_202104_DistStA,path17,path17_step1,Path17_DistStA,Path17_Step1,with_prior_cyl,,,,,,,,,,,,,,,,False,False,IHTest_202104_DistStA|path17|path17_step1
IHTest_202104_DistStA/Path17_DistStA/Path17_Step14,IHTest_202104_DistStA / path17 / path17_step14,IHTest_202104_DistStA,path17,path17_step14,Path17_DistStA,Path17_Step14,with_prior_cyl,,,,,,,,,,,,,,,,False,False,IHTest_202104_DistStA|path17|path17_step14
IHTest_202104_DistStA/Path17_DistStA/Path17_Step23,IHTest_202104_DistStA / path17 / path17_step23,IHTest_202104_DistStA,path17,path17_step23,Path17_DistStA,Path17_Step23,with_prior_cyl,,,,,,,,,,,,,,,,False,False,IHTest_202104_DistStA|path17|path17_step23
IHTest_202104_DistStA/Path17_DistStA/Path17_Step9,IHTest_202104_DistStA / path17 / path17_step9,IHTest_202104_DistStA,path17,path17_step9,Path17_DistStA,Path17_Step9,with_prior_cyl,,,,,,,,,,,,,,,,False,False,IHTest_202104_DistStA|path17|path17_step9
IHTest_202104_DistStA/Path19_DistStA/Path19_Step1,IHTest_202104_DistStA / path19 / path19_step1,IHTest_202104_DistStA,path19,path19_step1,Path19_DistStA,Path19_Step1,with_prior_cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step1_DistStA,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step1_DistStA/IHTest_202104_Path19_Step1_LWHSI1_collect0_DistStA.hdr,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step1_DistStA/IHTest_202104_Path19_Step1_LWHSI1_collect0_DistStA.bsq,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step1_DistStA/IHTest_202104_Path19_Step1_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step1_DistStA/IHTest_202104_Path19_Step1_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step1/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step1/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step1/fitted.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step1_DistStA/IHTest_202104_Path19_Step1_HiResLIDAR_DistStA.las,LWHSI1,256.0,2.011660236246404,12.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step1/fit.json,,True,False,IHTest_202104_DistStA|path19|path19_step1
IHTest_202104_DistStA/Path19_DistStA/Path19_Step11,IHTest_202104_DistStA / path19 / path19_step11,IHTest_202104_DistStA,path19,path19_step11,Path19_DistStA,Path19_Step11,with_prior_cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step11_DistStA,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step11_DistStA/IHTest_202104_Path19_Step11_LWHSI1_collect3_DistStA.hdr,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step11_DistStA/IHTest_202104_Path19_Step11_LWHSI1_collect3_DistStA.bsq,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step11_DistStA/IHTest_202104_Path19_Step11_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step11_DistStA/IHTest_202104_Path19_Step11_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step11/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step11/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step11/fitted.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step11_DistStA/IHTest_202104_Path19_Step11_HiResLIDAR_DistStA.las,LWHSI1,256.0,15.92449537565469,14.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step11/fit.json,,True,False,IHTest_202104_DistStA|path19|path19_step11
IHTest_202104_DistStA/Path19_DistStA/Path19_Step14,IHTest_202104_DistStA / path19 / path19_step14,IHTest_202104_DistStA,path19,path19_step14,Path19_DistStA,Path19_Step14,with_prior_cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step14_DistStA,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step14_DistStA/IHTest_202104_Path19_Step14_LWHSI1_collect2_DistStA.hdr,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step14_DistStA/IHTest_202104_Path19_Step14_LWHSI1_collect2_DistStA.bsq,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step14_DistStA/IHTest_202104_Path19_Step14_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step14_DistStA/IHTest_202104_Path19_Step14_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step14/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step14/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step14/fitted.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step14_DistStA/IHTest_202104_Path19_Step14_HiResLIDAR_DistStA.las,LWHSI1,256.0,39.11589296278783,18.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step14/fit.json,,True,False,IHTest_202104_DistStA|path19|path19_step14
IHTest_202104_DistStA/Path19_DistStA/Path19_Step17,IHTest_202104_DistStA / path19 / path19_step17,IHTest_202104_DistStA,path19,path19_step17,Path19_DistStA,Path19_Step17,with_prior_cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step17_DistStA,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step17_DistStA/IHTest_202104_Path19_Step17_LWHSI1_collect1_DistStA.hdr,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step17_DistStA/IHTest_202104_Path19_Step17_LWHSI1_collect1_DistStA.bsq,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step17_DistStA/IHTest_202104_Path19_Step17_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step17_DistStA/IHTest_202104_Path19_Step17_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step17/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step17/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step17/fitted.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step17_DistStA/IHTest_202104_Path19_Step17_HiResLIDAR_DistStA.las,LWHSI1,256.0,16.880599674196482,14.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step17/fit.json,,True,False,IHTest_202104_DistStA|path19|path19_step17
IHTest_202104_DistStA/Path19_DistStA/Path19_Step20,IHTest_202104_DistStA / path19 / path19_step20,IHTest_202104_DistStA,path19,path19_step20,Path19_DistStA,Path19_Step20,with_prior_cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step20_DistStA,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step20_DistStA/IHTest_202104_Path19_Step20_LWHSI1_collect1_DistStA.hdr,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step20_DistStA/IHTest_202104_Path19_Step20_LWHSI1_collect1_DistStA.bsq,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step20_DistStA/IHTest_202104_Path19_Step20_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step20_DistStA/IHTest_202104_Path19_Step20_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step20/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step20/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step20/fitted.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step20_DistStA/IHTest_202104_Path19_Step20_HiResLIDAR_DistStA.las,LWHSI1,256.0,41.39755186712912,14.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step20/fit.json,,True,False,IHTest_202104_DistStA|path19|path19_step20
IHTest_202104_DistStA/Path19_DistStA/Path19_Step5,IHTest_202104_DistStA / path19 / path19_step5,IHTest_202104_DistStA,path19,path19_step5,Path19_DistStA,Path19_Step5,with_prior_cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step5_DistStA,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step5_DistStA/IHTest_202104_Path19_Step5_LWHSI1_collect0_DistStA.hdr,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step5_DistStA/IHTest_202104_Path19_Step5_LWHSI1_collect0_DistStA.bsq,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step5_DistStA/IHTest_202104_Path19_Step5_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step5_DistStA/IHTest_202104_Path19_Step5_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step5/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step5/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step5/fitted.cyl,/disk/IHTest_202104_DistStA/Path19_DistStA/Path19_Step5_DistStA/IHTest_202104_Path19_Step5_HiResLIDAR_DistStA.las,LWHSI1,256.0,3.149474623967721,10.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path19/path19_step5/fit.json,,True,False,IHTest_202104_DistStA|path19|path19_step5
IHTest_202104_DistStA/Path2_DistStA/Path2_Step1,IHTest_202104_DistStA / path2 / path2_step1,IHTest_202104_DistStA,path2,path2_step1,Path2_DistStA,Path2_Step1,with_prior_cyl,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step1_DistStA,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step1_DistStA/IHTest_202104_Path2_Step1_LWHSI1_collect3_DistStA.hdr,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step1_DistStA/IHTest_202104_Path2_Step1_LWHSI1_collect3_DistStA.bsq,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step1_DistStA/IHTest_202104_Path2_Step1_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step1_DistStA/IHTest_202104_Path2_Step1_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step1/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step1/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step1/fitted.cyl,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step1_DistStA/IHTest_202104_Path2_Step1_HiResLIDAR_DistStA.las,LWHSI1,256.0,0.699495906443127,8.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step1/fit.json,,True,False,IHTest_202104_DistStA|path2|path2_step1
IHTest_202104_DistStA/Path2_DistStA/Path2_Step2,IHTest_202104_DistStA / path2 / path2_step2,IHTest_202104_DistStA,path2,path2_step2,Path2_DistStA,Path2_Step2,with_prior_cyl,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step2_DistStA,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step2_DistStA/IHTest_202104_Path2_Step2_LWHSI1_collect8_DistStA.hdr,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step2_DistStA/IHTest_202104_Path2_Step2_LWHSI1_collect8_DistStA.bsq,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step2_DistStA/IHTest_202104_Path2_Step2_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step2_DistStA/IHTest_202104_Path2_Step2_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step2/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step2/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step2/fitted.cyl,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step2_DistStA/IHTest_202104_Path2_Step2_HiResLIDAR_DistStA.las,LWHSI1,256.0,1.4434199433218604,8.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step2/fit.json,,True,False,IHTest_202104_DistStA|path2|path2_step2
IHTest_202104_DistStA/Path2_DistStA/Path2_Step9,IHTest_202104_DistStA / path2 / path2_step9,IHTest_202104_DistStA,path2,path2_step9,Path2_DistStA,Path2_Step9,with_prior_cyl,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step9_DistStA,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step9_DistStA/IHTest_202104_Path2_Step9_LWHSI1_collect4_DistStA.hdr,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step9_DistStA/IHTest_202104_Path2_Step9_LWHSI1_collect4_DistStA.bsq,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step9_DistStA/IHTest_202104_Path2_Step9_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step9_DistStA/IHTest_202104_Path2_Step9_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step9/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step9/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step9/fitted.cyl,/disk/IHTest_202104_DistStA/Path2_DistStA/Path2_Step9_DistStA/IHTest_202104_Path2_Step9_HiResLIDAR_DistStA.las,LWHSI1,256.0,1.0818291102733306,8.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path2/path2_step9/fit.json,,True,False,IHTest_202104_DistStA|path2|path2_step9
IHTest_202104_DistStA/Path24_DistStA/Path24_Step1,IHTest_202104_DistStA / path24 / path24_step1,IHTest_202104_DistStA,path24,path24_step1,Path24_DistStA,Path24_Step1,with_prior_cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step1_DistStA,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step1_DistStA/IHTest_202104_Path24_Step1_LWHSI1_collect0_DistStA.hdr,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step1_DistStA/IHTest_202104_Path24_Step1_LWHSI1_collect0_DistStA.bsq,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step1_DistStA/IHTest_202104_Path24_Step1_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step1_DistStA/IHTest_202104_Path24_Step1_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step1/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step1/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step1/fitted.cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step1_DistStA/IHTest_202104_Path24_Step1_HiResLIDAR_DistStA.las,LWHSI1,256.0,1.7830018360507327,9.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step1/session.json,True,True,IHTest_202104_DistStA|path24|path24_step1
IHTest_202104_DistStA/Path24_DistStA/Path24_Step14,IHTest_202104_DistStA / path24 / path24_step14,IHTest_202104_DistStA,path24,path24_step14,Path24_DistStA,Path24_Step14,with_prior_cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step14_DistStA,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step14_DistStA/IHTest_202104_Path24_Step14_LWHSI1_collect5_DistStA.hdr,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step14_DistStA/IHTest_202104_Path24_Step14_LWHSI1_collect5_DistStA.bsq,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step14_DistStA/IHTest_202104_Path24_Step14_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step14_DistStA/IHTest_202104_Path24_Step14_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step14/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step14/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step14/fitted.cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step14_DistStA/IHTest_202104_Path24_Step14_HiResLIDAR_DistStA.las,LWHSI1,256.0,9.872392973447814,10.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step14/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step14/session.json,True,True,IHTest_202104_DistStA|path24|path24_step14
IHTest_202104_DistStA/Path24_DistStA/Path24_Step18,IHTest_202104_DistStA / path24 / path24_step18,IHTest_202104_DistStA,path24,path24_step18,Path24_DistStA,Path24_Step18,with_prior_cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step18_DistStA,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step18_DistStA/IHTest_202104_Path24_Step18_LWHSI1_collect1_DistStA.hdr,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step18_DistStA/IHTest_202104_Path24_Step18_LWHSI1_collect1_DistStA.bsq,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step18_DistStA/IHTest_202104_Path24_Step18_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step18_DistStA/IHTest_202104_Path24_Step18_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step18/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step18/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step18/fitted.cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step18_DistStA/IHTest_202104_Path24_Step18_HiResLIDAR_DistStA.las,LWHSI1,256.0,6.195036642518256,12.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step18/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step18/session.json,True,True,IHTest_202104_DistStA|path24|path24_step18
IHTest_202104_DistStA/Path24_DistStA/Path24_Step2,IHTest_202104_DistStA / path24 / path24_step2,IHTest_202104_DistStA,path24,path24_step2,Path24_DistStA,Path24_Step2,with_prior_cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step2_DistStA,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step2_DistStA/IHTest_202104_Path24_Step2_LWHSI1_collect2_DistStA.hdr,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step2_DistStA/IHTest_202104_Path24_Step2_LWHSI1_collect2_DistStA.bsq,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step2_DistStA/IHTest_202104_Path24_Step2_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step2_DistStA/IHTest_202104_Path24_Step2_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step2/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step2/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step2/fitted.cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step2_DistStA/IHTest_202104_Path24_Step2_HiResLIDAR_DistStA.las,LWHSI1,256.0,2.4583645023272696,8.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step2/session.json,True,True,IHTest_202104_DistStA|path24|path24_step2
IHTest_202104_DistStA/Path24_DistStA/Path24_Step20,IHTest_202104_DistStA / path24 / path24_step20,IHTest_202104_DistStA,path24,path24_step20,Path24_DistStA,Path24_Step20,with_prior_cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step20_DistStA,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step20_DistStA/IHTest_202104_Path24_Step20_LWHSI1_collect0_DistStA.hdr,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step20_DistStA/IHTest_202104_Path24_Step20_LWHSI1_collect0_DistStA.bsq,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step20_DistStA/IHTest_202104_Path24_Step20_LWHSI1_collect0_DistStA.cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step20_DistStA/IHTest_202104_Path24_Step20_LWHSI1_collect0_DistStA_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step20/picks.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step20/generated_corresp.txt,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step20/fitted.cyl,/disk/IHTest_202104_DistStA/Path24_DistStA/Path24_Step20_DistStA/IHTest_202104_Path24_Step20_HiResLIDAR_DistStA.las,LWHSI1,256.0,5.467507267124405,10.0,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step20/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path24/path24_step20/session.json,True,True,IHTest_202104_DistStA|path24|path24_step20
