collection,path,step,scene,source_pool,has_session_json,has_fit_json,fit_ready,annotation_status,verdict,exclusion_reason,fit_rmse_total_px,fit_rmse_u_px,fit_rmse_v_px,rmse_pass_le_5px,rmse_pass_le_10px,num_picked_pairs,elapsed_seconds_raw,elapsed_seconds_plausible_for_summary,timing_exclusion_reason,replacement_count,clear_count,distance_agreement_status,fit_json,session_json,distance_agreement_available_current,distance_sampled_points,distance_missing_depth_points,distance_scene_error_count,distance_near_points_0_10m,distance_middle_points_10_100m,distance_far_points_100_inf,distance_max_error_percent_of_picked_range,distance_median_error_percent_of_picked_range,distance_mean_error_percent_of_picked_range,distance_max_error_m,distance_median_error_m,distance_all_points_pass_le_1pct,distance_all_points_pass_le_5pct,candidate_rmse5_distance5_current
IHTest_202104_DistStA,path9,path9_step16,IHTest_202104_DistStA / path9 / path9_step16,with_prior_cyl,False,True,True,missing_session_json,,,0.5706823417989847,0.5206790733309495,0.23360573160005488,True,True,9,,,,,,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path9/path9_step16/fit.json,,True,9,0,0,0,6,3,2.9650714890929284,0.2235677340300307,0.5740699429484891,1.8496193886391765,0.10522859330952627,False,True,True
IHTest_202108_DistStA,path4,path4_step22,IHTest_202108_DistStA / path4 / path4_step22,with_prior_cyl,False,True,True,missing_session_json,,,1.0562370667587615,0.930901746064744,0.499057792614005,True,True,8,,,,,,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path4/path4_step22/fit.json,,True,8,0,0,0,8,0,3.682857600317391,0.16903476956230548,0.9212897025845547,1.423278539848063,0.08503054329499449,False,True,True
IHTest_202009_DistStA,path1,path1_step1,IHTest_202009_DistStA / path1 / path1_step1,without_prior_cyl,True,True,True,annotated,good,,4.1762472582486,4.07094991712958,0.9318840776897176,True,True,8,235.898256,235.898256,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path1/path1_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path1/path1_step1/session.json,True,8,0,0,0,8,0,5.795105840496924,0.43427370725780234,1.2156194537965455,2.7301993846337567,0.2543327911213389,False,False,False
IHTest_202009_DistStA,path1,path1_step2,IHTest_202009_DistStA / path1 / path1_step2,without_prior_cyl,True,True,True,annotated,good,,1.3489221053240341,1.216716429584714,0.5824019026500953,True,True,8,530.326548,530.326548,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path1/path1_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path1/path1_step2/session.json,True,8,0,0,0,7,1,1.6461296266682164,0.18021861181113152,0.5452980018496169,1.678616884054236,0.1297469223639638,False,True,True
IHTest_202009_DistStA,path1,path1_step3,IHTest_202009_DistStA / path1 / path1_step3,without_prior_cyl,True,True,True,annotated,good,,0.47149406425259127,0.4616221638152958,0.09597723948890627,True,True,8,187.455074,187.455074,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path1/path1_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path1/path1_step3/session.json,True,8,0,0,0,8,0,1.6939373950498233,0.14217184831088914,0.34528553720283184,1.4858640273076702,0.06675408009698813,False,True,True
IHTest_202009_DistStA,path3,path3_step1,IHTest_202009_DistStA / path3 / path3_step1,without_prior_cyl,True,True,True,annotated,bad,,9.368535167247595,5.989772891929048,7.20361519537703,False,True,15,574.475203,574.475203,,14,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step1/session.json,True,13,2,0,0,13,0,49.19698824968611,0.13706244022863645,5.458746534662107,30.2072872593035,0.05087112780137204,False,False,False
IHTest_202009_DistStA,path3,path3_step2,IHTest_202009_DistStA / path3 / path3_step2,without_prior_cyl,True,True,True,annotated,bad,,9.926621804863268,9.378107245334249,3.2540628377147427,False,True,15,403.291203,403.291203,,18,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step2/session.json,True,14,1,0,0,14,0,73.3753254806595,0.2810786205204463,6.874376214375958,15.226636595642024,0.07985699203897845,False,False,False
IHTest_202009_DistStA,path3,path3_step3,IHTest_202009_DistStA / path3 / path3_step3,without_prior_cyl,True,True,True,annotated,bad,,14.62031422742191,12.954299633232415,6.777883823214295,False,False,12,975.052729,975.052729,,45,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step3/session.json,True,8,4,0,0,8,0,32.27388631895498,0.3643055622092335,6.2976361193052615,13.524373635117641,0.16615047094231272,False,False,False
IHTest_202009_DistStA,path3,path3_step4,IHTest_202009_DistStA / path3 / path3_step4,without_prior_cyl,True,True,True,annotated,usable with caution,,1.7288933910102149,1.2358067332690064,1.2090715758323767,True,True,8,217.196968,217.196968,,2,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step4/session.json,True,8,0,0,0,8,0,1.7446708695706534,0.12121630120145338,0.5658159737206623,0.4860884058747317,0.039714239017737185,False,True,True
IHTest_202009_DistStA,path3,path3_step5,IHTest_202009_DistStA / path3 / path3_step5,without_prior_cyl,True,True,True,annotated,usable with caution,,16.562666959313663,7.698345250486352,14.664836078506122,False,False,11,622.757151,622.757151,,30,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step5/session.json,True,9,2,0,0,9,0,11.003898611924592,0.059196936847678606,1.7791630361552275,2.891852245068538,0.027113702143033436,False,False,False
IHTest_202009_DistStA,path3,path3_step6,IHTest_202009_DistStA / path3 / path3_step6,without_prior_cyl,True,True,True,annotated,good,,1.5871155708681748,1.3951114529111428,0.7567032901001374,True,True,9,230.050991,230.050991,,2,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step6/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path3/path3_step6/session.json,True,9,0,0,0,9,0,17.0395254477517,0.11840477362919591,2.48017697829813,3.808399746206735,0.032782914175015776,False,False,False
IHTest_202009_DistStA,path4,path4_step1,IHTest_202009_DistStA / path4 / path4_step1,without_prior_cyl,True,True,True,annotated,bad,,43.16022058178576,39.658493760114965,17.02963632457621,False,False,9,556.390081,556.390081,,4,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step1/session.json,True,9,0,0,0,0,9,36.97169583334217,10.368831412335748,14.7737383392528,51.66637801777745,13.209560301305174,False,False,False
IHTest_202009_DistStA,path4,path4_step10,IHTest_202009_DistStA / path4 / path4_step10,without_prior_cyl,True,True,True,annotated,bad,,9.525603614434383,9.02550617296824,3.0458763174228762,False,True,8,170.947782,170.947782,,1,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step10/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step10/session.json,True,8,0,0,0,7,1,66.31441313305659,4.359108137033047,15.404827152179323,76.79301070907185,1.6332945899508466,False,False,False
IHTest_202009_DistStA,path4,path4_step11,IHTest_202009_DistStA / path4 / path4_step11,without_prior_cyl,True,True,True,annotated,bad,,4.727202987233276,3.8232942389554183,2.7800843952796686,True,True,8,151.891803,151.891803,,2,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step11/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step11/session.json,True,8,0,0,0,8,0,76.65337495196019,54.83383439970453,51.21144454558205,42.212238977331914,15.021653158526147,False,False,False
IHTest_202009_DistStA,path4,path4_step12,IHTest_202009_DistStA / path4 / path4_step12,without_prior_cyl,True,True,True,annotated,bad,,23.20121282091034,20.64532864799177,10.586155174452358,False,False,10,485.189745,485.189745,,5,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step12/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step12/session.json,True,3,7,0,0,3,0,25.2839918580052,0.663326609992965,8.701404012527528,4.380924357546444,0.17755866846454893,False,False,False
IHTest_202009_DistStA,path4,path4_step13,IHTest_202009_DistStA / path4 / path4_step13,without_prior_cyl,True,True,True,annotated,usable with caution,,5.818113112178629,4.437918982890139,3.7623550187891954,False,True,10,471.629371,471.629371,,1,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step13/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step13/session.json,True,9,1,0,0,9,0,40.777936879486276,0.8118533074294281,6.098708061640915,12.344886047499383,0.19018350526498295,False,False,False
IHTest_202009_DistStA,path4,path4_step14,IHTest_202009_DistStA / path4 / path4_step14,without_prior_cyl,True,True,True,annotated,bad,,14.21329547558072,12.913907786452052,5.937066107024283,False,False,10,704.880125,704.880125,,12,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step14/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step14/session.json,True,8,2,0,0,8,0,44.210321045605596,1.8000373248258934,6.873880331164598,7.638409616754572,0.3127375487441082,False,False,False
IHTest_202009_DistStA,path4,path4_step15,IHTest_202009_DistStA / path4 / path4_step15,without_prior_cyl,True,True,True,annotated,usable with caution,,17.17735080187731,16.760592352894342,3.760840936659607,False,False,10,319.767541,319.767541,,7,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step15/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step15/session.json,True,8,2,0,0,8,0,51.90030242503882,2.281048231607914,19.345892309221675,21.51163590540383,0.7865691159180681,False,False,False
IHTest_202009_DistStA,path4,path4_step16,IHTest_202009_DistStA / path4 / path4_step16,without_prior_cyl,True,False,False,no_fit_ready,,,,,,False,False,0,0.0,,,0,0,computed_r4p0_frozen,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step16/session.json,False,0,0,0,0,0,0,,,,,,False,False,False
IHTest_202009_DistStA,path4,path4_step2,IHTest_202009_DistStA / path4 / path4_step2,without_prior_cyl,True,True,True,annotated,bad,,211.51113712906863,210.28292648793035,22.760754761285007,False,False,9,297.540112,297.540112,,3,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step2/session.json,True,1,8,0,0,0,1,0.7932875975575976,0.7932875975575976,0.7932875975575976,1.6780654909580903,1.6780654909580903,False,False,False
IHTest_202009_DistStA,path4,path4_step3,IHTest_202009_DistStA / path4 / path4_step3,without_prior_cyl,True,True,True,annotated,bad,,284.54391025639006,284.16939658614274,14.594208024558284,False,False,9,87.017783,87.017783,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step3/session.json,True,0,9,0,0,0,0,,,,,,False,False,False
IHTest_202009_DistStA,path4,path4_step4,IHTest_202009_DistStA / path4 / path4_step4,without_prior_cyl,True,True,True,annotated,usable with caution,,4.521098802961157,1.9345164578128016,4.0863162457876685,True,True,9,283.355259,283.355259,,3,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step4/session.json,True,9,0,0,0,8,1,21.120046532521812,0.049002978869421995,4.465385036132442,6.25081234025113,0.042213200921082716,False,False,False
IHTest_202009_DistStA,path4,path4_step5,IHTest_202009_DistStA / path4 / path4_step5,without_prior_cyl,True,True,True,annotated,usable with caution,,6.3544087717681155,3.0910541447182314,5.551927153083316,False,True,9,211.194568,211.194568,,5,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step5/session.json,True,9,0,0,0,9,0,10.708853393147253,0.15332206816492167,1.3792388676965794,3.0525006561535584,0.0248187383036651,False,False,False
IHTest_202009_DistStA,path4,path4_step6,IHTest_202009_DistStA / path4 / path4_step6,without_prior_cyl,True,True,True,impossible_scene_no_verdict_recorded,,,43.91238099585614,37.92923397028016,22.128497806063855,False,False,8,0.0,,,1,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step6/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step6/session.json,True,7,1,0,0,7,0,23.266718325489485,1.3198319408959507,5.56503434564338,13.94953227661911,0.5557367286282187,False,False,False
IHTest_202009_DistStA,path4,path4_step7,IHTest_202009_DistStA / path4 / path4_step7,without_prior_cyl,True,True,True,annotated,bad,,9.996192515683395,7.190344097219485,6.94426501324551,False,True,9,215.665352,215.665352,,16,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step7/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step7/session.json,True,8,1,0,0,8,0,12.871465491472746,0.2583587205376142,2.6933672676418112,2.6907060755949637,0.09486171192110149,False,False,False
IHTest_202009_DistStA,path4,path4_step8,IHTest_202009_DistStA / path4 / path4_step8,without_prior_cyl,True,True,True,annotated,usable with caution,,4.915495892252047,4.2625217251070495,2.4480621744018616,True,True,8,131.607238,131.607238,,7,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step8/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step8/session.json,True,8,0,0,0,8,0,33.247910264124165,0.16936334102698652,9.817336219321005,16.338337688299234,0.09871461079947963,False,False,False
IHTest_202009_DistStA,path4,path4_step9,IHTest_202009_DistStA / path4 / path4_step9,without_prior_cyl,True,True,True,annotated,usable with caution,,3.1189791887425695,2.221658909124447,2.189123767930272,True,True,9,162.774533,162.774533,,1,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step9/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step9/session.json,True,9,0,0,0,9,0,76.78879527900207,1.5264847996076227,17.6619821231268,15.705254041692296,0.5637804338611545,False,False,False
IHTest_202009_DistStA,path5,path5_step1,IHTest_202009_DistStA / path5 / path5_step1,without_prior_cyl,True,True,True,annotated,bad,,7.715476757307816,6.547871193527985,4.080926907642862,False,True,9,360.211379,360.211379,,1,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step1/session.json,True,8,1,0,0,8,0,37.769988279755225,4.008844885047886,9.83230303084168,20.047996284377646,1.0206927689282441,False,False,False
IHTest_202009_DistStA,path5,path5_step10,IHTest_202009_DistStA / path5 / path5_step10,without_prior_cyl,True,True,True,annotated,bad,,2.4409397253108907,2.3973919771430547,0.45901900889933045,True,True,9,259.218929,259.218929,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step10/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step10/session.json,True,9,0,0,0,9,0,63.31240562655571,0.1888797473487173,13.3793180784083,23.71253461761495,0.06495467280295486,False,False,False
IHTest_202009_DistStA,path5,path5_step2,IHTest_202009_DistStA / path5 / path5_step2,without_prior_cyl,True,True,True,annotated,usable with caution,,3.2712631406178585,1.118651126594282,3.074049803131752,True,True,10,308.992465,308.992465,,1,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step2/session.json,True,10,0,0,0,10,0,47.10378979622317,0.5090969056917288,10.780706165551262,20.137502035305964,0.11316645508766499,False,False,False
IHTest_202009_DistStA,path5,path5_step3,IHTest_202009_DistStA / path5 / path5_step3,without_prior_cyl,True,True,True,annotated,usable with caution,,7.076835537959404,6.292865755313888,3.2375054929564113,False,True,13,288.589563,288.589563,,1,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step3/session.json,True,10,3,0,0,10,0,14.213993541654604,1.3732828180265535,3.517037532633817,6.275509969046055,0.3889875994825669,False,False,False
IHTest_202009_DistStA,path5,path5_step4,IHTest_202009_DistStA / path5 / path5_step4,without_prior_cyl,True,True,True,annotated,usable with caution,,6.29996750025609,3.547893771554295,5.2059619946796785,False,True,18,508.130248,508.130248,,1,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step4/session.json,True,18,0,0,0,18,0,10.95120586029128,0.14828526872905962,1.6888380470351676,5.86762200382644,0.03554740823001268,False,False,False
IHTest_202009_DistStA,path5,path5_step5,IHTest_202009_DistStA / path5 / path5_step5,without_prior_cyl,True,True,True,annotated,usable with caution,,7.87697847166417,5.4493762773234184,5.687801687049713,False,True,13,470.444318,470.444318,,2,1,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step5/session.json,True,12,1,0,0,12,0,5.935520847895062,0.11483274602389384,1.3115620502245906,2.2528466902595596,0.017345029813844448,False,False,False
IHTest_202009_DistStA,path5,path5_step6,IHTest_202009_DistStA / path5 / path5_step6,without_prior_cyl,True,True,True,annotated,bad,,9.02723746996919,6.451444945059968,6.314259612977278,False,True,11,384.925294,384.925294,,4,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step6/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step6/session.json,True,10,1,0,0,10,0,61.72054610115586,3.8589474904732644,17.486566344336108,17.790591096624464,1.038123356843995,False,False,False
IHTest_202009_DistStA,path5,path5_step7,IHTest_202009_DistStA / path5 / path5_step7,without_prior_cyl,True,True,True,annotated,usable with caution,,5.388823687689183,4.686821451551117,2.6595348123836113,False,True,12,307.504111,307.504111,,2,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step7/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step7/session.json,True,12,0,0,0,12,0,35.11615226565635,0.9341774979164176,6.407375333937225,5.60179950371198,0.12059611098055356,False,False,False
IHTest_202009_DistStA,path5,path5_step8,IHTest_202009_DistStA / path5 / path5_step8,without_prior_cyl,True,True,True,annotated,usable with caution,,11.446416180496714,4.902150366459813,10.343566365705536,False,False,13,214.136458,214.136458,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step8/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step8/session.json,True,12,1,0,0,12,0,44.588109917449145,0.6175117874033599,7.245111461950714,7.948118526494703,0.11381204966206138,False,False,False
IHTest_202009_DistStA,path5,path5_step9,IHTest_202009_DistStA / path5 / path5_step9,without_prior_cyl,True,True,True,annotated,bad,,76.9565746583887,75.67370116395361,13.993045962219908,False,False,8,2073825.405879,,non_plausible_timer_value_gt_2h,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step9/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step9/session.json,True,5,3,0,0,5,0,41.762257738749796,5.658835768121001,13.122364987768606,7.752625349751792,0.9762402725434072,False,False,False
IHTest_202009_DistStA,path6,path6_step1,IHTest_202009_DistStA / path6 / path6_step1,without_prior_cyl,True,True,True,annotated,usable with caution,,8.45910420572694,7.672611640782066,3.5619481429524944,False,True,12,503.288662,503.288662,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step1/session.json,True,12,0,0,0,10,2,4.456961968135442,0.345576020543322,0.9760725180607311,3.394384501802108,0.1433786046821055,False,True,False
IHTest_202009_DistStA,path6,path6_step2,IHTest_202009_DistStA / path6 / path6_step2,without_prior_cyl,True,True,True,annotated,usable with caution,,1.8741640919700384,1.5081582340745698,1.1126319178519704,True,True,9,267.45395,267.45395,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step2/session.json,True,9,0,0,0,9,0,95.85868125267157,10.214831360729386,43.75323687961822,34.10499214178487,2.06149201800584,False,False,False
IHTest_202009_DistStA,path6,path6_step3,IHTest_202009_DistStA / path6 / path6_step3,without_prior_cyl,True,True,True,annotated,usable with caution,,2.7383628106270685,2.5839827261099058,0.9064569232958599,True,True,9,251.194279,251.194279,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step3/session.json,True,9,0,0,0,9,0,10.774865532881801,0.42418034842264646,1.670819569172946,2.029932307448721,0.07062862948670912,False,False,False
IHTest_202009_DistStA,path6,path6_step4,IHTest_202009_DistStA / path6 / path6_step4,without_prior_cyl,True,True,True,annotated,usable with caution,,2.810929837774992,2.1250576990358403,1.8399609584614132,True,True,11,497.138676,497.138676,,1,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step4/session.json,True,11,0,0,0,9,2,18.43469792338154,0.12600722510781096,1.8373659329559806,10.016725325070034,0.05901576440913914,False,False,False
IHTest_202009_DistStA,path6,path6_step5,IHTest_202009_DistStA / path6 / path6_step5,without_prior_cyl,True,True,True,annotated,bad,,43.23077357686977,42.853423700382,5.69946148422114,False,False,8,1103.346944,1103.346944,,1,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step5/session.json,True,6,2,0,0,5,1,30.442124691698368,2.5119099020843,9.726199254840932,20.266041292991147,2.0726744763987455,False,False,False
IHTest_202009_DistStA,path6,path6_step6,IHTest_202009_DistStA / path6 / path6_step6,without_prior_cyl,True,False,False,no_fit_ready,,,,,,False,False,0,0.0,,,0,0,computed_r4p0_frozen,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step6/session.json,False,0,0,0,0,0,0,,,,,,False,False,False
IHTest_202009_DistStA,path6,path6_step7,IHTest_202009_DistStA / path6 / path6_step7,without_prior_cyl,True,False,False,no_fit_ready,,,,,,False,False,0,0.0,,,0,0,computed_r4p0_frozen,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step7/session.json,False,0,0,0,0,0,0,,,,,,False,False,False
IHTest_202009_DistStA,path7,path7_step1,IHTest_202009_DistStA / path7 / path7_step1,without_prior_cyl,True,True,True,annotated,bad,,16.326813085289107,15.754821501581574,4.283739601711394,False,False,11,935.340574,935.340574,,11,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step1/session.json,True,9,2,0,0,7,2,20.316366470870545,2.716336525717532,4.199111453615019,10.976871289820117,1.3785823151563932,False,False,False
IHTest_202009_DistStA,path7,path7_step2,IHTest_202009_DistStA / path7 / path7_step2,without_prior_cyl,True,True,True,annotated,usable with caution,,3.3742757492664492,2.187368149372642,2.56927176670701,True,True,10,429.718468,429.718468,,4,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step2/session.json,True,10,0,0,0,10,0,6.25807119632728,0.07336124483821467,1.0088513209830219,3.9030707475036337,0.01767181965738729,False,False,False
IHTest_202009_DistStA,path7,path7_step3,IHTest_202009_DistStA / path7 / path7_step3,without_prior_cyl,True,True,True,annotated,bad,,7.001112967795208,6.711917455954967,1.9914183016828078,False,True,9,465.333707,465.333707,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step3/session.json,True,9,0,0,0,9,0,15.468011482720113,0.15075655726188433,3.4373571921323975,5.048966458955896,0.08681866569204999,False,False,False
IHTest_202009_DistStA,path7,path7_step4,IHTest_202009_DistStA / path7 / path7_step4,without_prior_cyl,True,True,True,annotated,usable with caution,,7.487513902951704,6.4411049604177,3.8177259377511064,False,True,12,813.514861,813.514861,,0,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step4/session.json,True,11,1,0,0,10,1,82.49816748751492,0.2946139603141448,9.343391848884496,102.29122791787692,0.0912781920309591,False,False,False
IHTest_202009_DistStA,path7,path7_step5,IHTest_202009_DistStA / path7 / path7_step5,without_prior_cyl,True,True,True,annotated,good,,3.287146278858714,1.0838173644828117,3.1033321734967756,True,True,9,514.179483,514.179483,,4,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step5/session.json,True,9,0,0,0,9,0,1.4741363363660076,0.4028205566833451,0.4773038166250083,1.0161381812224448,0.14005439228956362,False,True,True
IHTest_202009_DistStA,path8,path8_step1,IHTest_202009_DistStA / path8 / path8_step1,without_prior_cyl,True,True,True,annotated,good,,3.7907141675266858,3.729902188382223,0.6762718129487875,True,True,10,375.786297,375.786297,,4,0,computed_r4p0_frozen,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path8/path8_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path8/path8_step1/session.json,True,10,0,0,0,9,1,1.1807202353282076,0.4133855774940386,0.4757485472281842,0.9401022832029184,0.21054136611411778,False,True,True
