collection,path,step,scene,source_pool,has_session_json,has_fit_json,fit_ready,annotation_status,verdict,exclusion_reason,fit_rmse_total_px,fit_rmse_u_px,fit_rmse_v_px,rmse_pass_le_5px,rmse_pass_le_10px,num_picked_pairs,elapsed_seconds_raw,elapsed_seconds_plausible_for_summary,timing_exclusion_reason,replacement_count,clear_count,distance_agreement_status,fit_json,session_json
IHTest_202009_DistStA,path4,path4_step3,IHTest_202009_DistStA / path4 / path4_step3,without_prior_cyl,True,True,True,annotated,bad,,284.54391025639006,284.16939658614274,14.594208024558284,False,False,9,87.017783,87.017783,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step3/session.json
IHTest_202009_DistStA,path4,path4_step4,IHTest_202009_DistStA / path4 / path4_step4,without_prior_cyl,True,True,True,annotated,usable with caution,,4.521098802961157,1.9345164578128016,4.0863162457876685,True,True,9,283.355259,283.355259,,3,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step4/session.json
IHTest_202009_DistStA,path4,path4_step5,IHTest_202009_DistStA / path4 / path4_step5,without_prior_cyl,True,True,True,annotated,usable with caution,,6.3544087717681155,3.0910541447182314,5.551927153083316,False,True,9,211.194568,211.194568,,5,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step5/session.json
IHTest_202009_DistStA,path4,path4_step6,IHTest_202009_DistStA / path4 / path4_step6,without_prior_cyl,True,True,True,impossible_scene_no_verdict_recorded,,,43.91238099585614,37.92923397028016,22.128497806063855,False,False,8,0.0,,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step6/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step6/session.json
IHTest_202009_DistStA,path4,path4_step7,IHTest_202009_DistStA / path4 / path4_step7,without_prior_cyl,True,True,True,annotated,bad,,9.996192515683395,7.190344097219485,6.94426501324551,False,True,9,215.665352,215.665352,,16,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step7/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step7/session.json
IHTest_202009_DistStA,path4,path4_step8,IHTest_202009_DistStA / path4 / path4_step8,without_prior_cyl,True,True,True,annotated,usable with caution,,4.915495892252047,4.2625217251070495,2.4480621744018616,True,True,8,131.607238,131.607238,,7,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step8/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step8/session.json
IHTest_202009_DistStA,path4,path4_step9,IHTest_202009_DistStA / path4 / path4_step9,without_prior_cyl,True,True,True,annotated,usable with caution,,3.1189791887425695,2.221658909124447,2.189123767930272,True,True,9,162.774533,162.774533,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step9/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step9/session.json
IHTest_202009_DistStA,path5,path5_step1,IHTest_202009_DistStA / path5 / path5_step1,without_prior_cyl,True,True,True,annotated,bad,,7.715476757307816,6.547871193527985,4.080926907642862,False,True,9,360.211379,360.211379,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step1/session.json
IHTest_202009_DistStA,path5,path5_step10,IHTest_202009_DistStA / path5 / path5_step10,without_prior_cyl,True,True,True,annotated,bad,,2.4409397253108907,2.3973919771430547,0.45901900889933045,True,True,9,259.218929,259.218929,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step10/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step10/session.json
IHTest_202009_DistStA,path5,path5_step2,IHTest_202009_DistStA / path5 / path5_step2,without_prior_cyl,True,True,True,annotated,usable with caution,,3.2712631406178585,1.118651126594282,3.074049803131752,True,True,10,308.992465,308.992465,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step2/session.json
IHTest_202009_DistStA,path5,path5_step3,IHTest_202009_DistStA / path5 / path5_step3,without_prior_cyl,True,True,True,annotated,usable with caution,,7.076835537959404,6.292865755313888,3.2375054929564113,False,True,13,288.589563,288.589563,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step3/session.json
IHTest_202009_DistStA,path5,path5_step4,IHTest_202009_DistStA / path5 / path5_step4,without_prior_cyl,True,True,True,annotated,usable with caution,,6.29996750025609,3.547893771554295,5.2059619946796785,False,True,18,508.130248,508.130248,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step4/session.json
IHTest_202009_DistStA,path5,path5_step5,IHTest_202009_DistStA / path5 / path5_step5,without_prior_cyl,True,True,True,annotated,usable with caution,,7.87697847166417,5.4493762773234184,5.687801687049713,False,True,13,470.444318,470.444318,,2,1,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step5/session.json
IHTest_202009_DistStA,path5,path5_step6,IHTest_202009_DistStA / path5 / path5_step6,without_prior_cyl,True,True,True,annotated,bad,,9.02723746996919,6.451444945059968,6.314259612977278,False,True,11,384.925294,384.925294,,4,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step6/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step6/session.json
IHTest_202009_DistStA,path5,path5_step7,IHTest_202009_DistStA / path5 / path5_step7,without_prior_cyl,True,True,True,annotated,usable with caution,,5.388823687689183,4.686821451551117,2.6595348123836113,False,True,12,307.504111,307.504111,,2,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step7/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step7/session.json
IHTest_202009_DistStA,path5,path5_step8,IHTest_202009_DistStA / path5 / path5_step8,without_prior_cyl,True,True,True,annotated,usable with caution,,11.446416180496714,4.902150366459813,10.343566365705536,False,False,13,214.136458,214.136458,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step8/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step8/session.json
IHTest_202009_DistStA,path5,path5_step9,IHTest_202009_DistStA / path5 / path5_step9,without_prior_cyl,True,True,True,annotated,bad,,76.9565746583887,75.67370116395361,13.993045962219908,False,False,8,2073825.405879,,non_plausible_timer_value_gt_2h,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step9/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step9/session.json
IHTest_202009_DistStA,path6,path6_step1,IHTest_202009_DistStA / path6 / path6_step1,without_prior_cyl,True,True,True,annotated,usable with caution,,8.45910420572694,7.672611640782066,3.5619481429524944,False,True,12,503.288662,503.288662,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step1/session.json
IHTest_202009_DistStA,path6,path6_step2,IHTest_202009_DistStA / path6 / path6_step2,without_prior_cyl,True,True,True,annotated,usable with caution,,1.8741640919700384,1.5081582340745698,1.1126319178519704,True,True,9,267.45395,267.45395,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step2/session.json
IHTest_202009_DistStA,path6,path6_step3,IHTest_202009_DistStA / path6 / path6_step3,without_prior_cyl,True,True,True,annotated,usable with caution,,2.7383628106270685,2.5839827261099058,0.9064569232958599,True,True,9,251.194279,251.194279,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step3/session.json
IHTest_202009_DistStA,path6,path6_step4,IHTest_202009_DistStA / path6 / path6_step4,without_prior_cyl,True,True,True,annotated,usable with caution,,2.810929837774992,2.1250576990358403,1.8399609584614132,True,True,11,497.138676,497.138676,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step4/session.json
IHTest_202009_DistStA,path6,path6_step5,IHTest_202009_DistStA / path6 / path6_step5,without_prior_cyl,True,True,True,annotated,bad,,43.23077357686977,42.853423700382,5.69946148422114,False,False,8,1103.346944,1103.346944,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step5/session.json
IHTest_202009_DistStA,path6,path6_step6,IHTest_202009_DistStA / path6 / path6_step6,without_prior_cyl,True,False,False,no_fit_ready,,,,,,False,False,0,0.0,,,0,0,pending_recompute_after_completed_labels,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step6/session.json
IHTest_202009_DistStA,path6,path6_step7,IHTest_202009_DistStA / path6 / path6_step7,without_prior_cyl,True,False,False,no_fit_ready,,,,,,False,False,0,0.0,,,0,0,pending_recompute_after_completed_labels,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path6/path6_step7/session.json
IHTest_202009_DistStA,path7,path7_step1,IHTest_202009_DistStA / path7 / path7_step1,without_prior_cyl,True,True,True,annotated,bad,,16.326813085289107,15.754821501581574,4.283739601711394,False,False,11,935.340574,935.340574,,11,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step1/session.json
IHTest_202009_DistStA,path7,path7_step2,IHTest_202009_DistStA / path7 / path7_step2,without_prior_cyl,True,True,True,annotated,usable with caution,,3.3742757492664492,2.187368149372642,2.56927176670701,True,True,10,429.718468,429.718468,,4,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step2/session.json
IHTest_202009_DistStA,path7,path7_step3,IHTest_202009_DistStA / path7 / path7_step3,without_prior_cyl,True,True,True,annotated,bad,,7.001112967795208,6.711917455954967,1.9914183016828078,False,True,9,465.333707,465.333707,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step3/session.json
IHTest_202009_DistStA,path7,path7_step4,IHTest_202009_DistStA / path7 / path7_step4,without_prior_cyl,True,True,True,annotated,usable with caution,,7.487513902951704,6.4411049604177,3.8177259377511064,False,True,12,813.514861,813.514861,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step4/session.json
IHTest_202009_DistStA,path7,path7_step5,IHTest_202009_DistStA / path7 / path7_step5,without_prior_cyl,True,True,True,annotated,good,,3.287146278858714,1.0838173644828117,3.1033321734967756,True,True,9,514.179483,514.179483,,4,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path7/path7_step5/session.json
IHTest_202009_DistStA,path8,path8_step1,IHTest_202009_DistStA / path8 / path8_step1,without_prior_cyl,True,True,True,annotated,good,,3.7907141675266858,3.729902188382223,0.6762718129487875,True,True,10,375.786297,375.786297,,4,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path8/path8_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path8/path8_step1/session.json
IHTest_202009_DistStA,path8,path8_step2,IHTest_202009_DistStA / path8 / path8_step2,without_prior_cyl,True,True,True,annotated,good,,2.30574050341732,1.9898799786619472,1.1648248536237042,True,True,8,752.603425,752.603425,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path8/path8_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path8/path8_step2/session.json
IHTest_202009_DistStA,path8,path8_step3,IHTest_202009_DistStA / path8 / path8_step3,without_prior_cyl,True,True,True,annotated,good,,2.3199286936820798,1.715288385988034,1.5620034880447629,True,True,9,861.590389,861.590389,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path8/path8_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path8/path8_step3/session.json
IHTest_202104_DistStA,path10,path10_step1,IHTest_202104_DistStA / path10 / path10_step1,without_prior_cyl,True,True,True,annotated,good,,2.9360799806675777,2.7958116308257925,0.8966621313606065,True,True,8,88.817647,88.817647,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path10/path10_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path10/path10_step1/session.json
IHTest_202104_DistStA,path1,path1_step0,IHTest_202104_DistStA / path1 / path1_step0,without_prior_cyl,True,True,True,annotated,good,,0.3839383014883739,0.3819181529490664,0.03933374883927321,True,True,8,127.80418,127.80418,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path1/path1_step0/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path1/path1_step0/session.json
IHTest_202104_DistStA,path26,path26_step1,IHTest_202104_DistStA / path26 / path26_step1,without_prior_cyl,True,True,True,annotated,usable with caution,,19.48482119016336,19.30752125351049,2.622571230277601,False,False,9,334.801069,334.801069,,6,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path26/path26_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path26/path26_step1/session.json
IHTest_202104_DistStA,path26,path26_step37,IHTest_202104_DistStA / path26 / path26_step37,without_prior_cyl,True,True,True,annotated,usable with caution,,14.239644590952876,13.973322451400984,2.741119797788251,False,False,9,133.327158,133.327158,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path26/path26_step37/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path26/path26_step37/session.json
IHTest_202104_DistStA,path31,path31_step1,IHTest_202104_DistStA / path31 / path31_step1,without_prior_cyl,True,False,False,no_fit_ready,,,,,,False,False,0,0.0,,,0,0,pending_recompute_after_completed_labels,,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path31/path31_step1/session.json
IHTest_202104_DistStA,path31,path31_step40,IHTest_202104_DistStA / path31 / path31_step40,without_prior_cyl,True,True,True,impossible_scene_no_verdict_recorded,,,11.331875498979933,11.182368145520444,1.8346784411529464,False,False,8,0.0,,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path31/path31_step40/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path31/path31_step40/session.json
IHTest_202104_DistStA,path34,path34_step1,IHTest_202104_DistStA / path34 / path34_step1,without_prior_cyl,True,True,True,annotated,good,,1.6120383621493322,1.291134612267455,0.965214532653788,True,True,9,135.531489,135.531489,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path34/path34_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path34/path34_step1/session.json
IHTest_202104_DistStA,path34,path34_step2,IHTest_202104_DistStA / path34 / path34_step2,without_prior_cyl,True,False,False,no_fit_ready,,,,,,False,False,0,0.0,,,0,0,pending_recompute_after_completed_labels,,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path34/path34_step2/session.json
IHTest_202104_DistStA,path35,path35_step1,IHTest_202104_DistStA / path35 / path35_step1,without_prior_cyl,True,False,False,no_fit_ready,,,,,,False,False,0,0.0,,,0,0,pending_recompute_after_completed_labels,,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path35/path35_step1/session.json
IHTest_202104_DistStA,path36,path36_step1,IHTest_202104_DistStA / path36 / path36_step1,without_prior_cyl,True,False,False,skipped_lwhsi_artifacts,bad,LWHSI image has weird artifacts; scene was skipped before annotation.,,,,False,False,0,0.0,,,0,0,pending_recompute_after_completed_labels,,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path36/path36_step1/session.json
IHTest_202104_DistStA,path36,path36_step11,IHTest_202104_DistStA / path36 / path36_step11,without_prior_cyl,True,True,True,impossible_scene_no_verdict_recorded,,,10.447285421468228,10.209578082379204,2.215916978910699,False,False,9,0.0,,,2,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path36/path36_step11/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path36/path36_step11/session.json
IHTest_202104_DistStA,path36,path36_step6,IHTest_202104_DistStA / path36 / path36_step6,without_prior_cyl,True,True,True,impossible_scene_no_verdict_recorded,,,18.357595044663157,17.991135794291335,3.6497025433876678,False,False,8,0.0,,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path36/path36_step6/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path36/path36_step6/session.json
IHTest_202104_DistStA,path5,path5_step1,IHTest_202104_DistStA / path5 / path5_step1,without_prior_cyl,True,True,True,annotated,good,,0.5980739389596423,0.3088547038017814,0.5121535008200332,True,True,8,97.43199,97.43199,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path5/path5_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path5/path5_step1/session.json
IHTest_202104_DistStA,path5,path5_step4,IHTest_202104_DistStA / path5 / path5_step4,without_prior_cyl,True,True,True,annotated,good,,2.3864893140990753,1.7432820097161206,1.629815658566698,True,True,8,77.97483,77.97483,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path5/path5_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202104_DistStA/path5/path5_step4/session.json
IHTest_202108_DistStA,path12,path12_step1,IHTest_202108_DistStA / path12 / path12_step1,without_prior_cyl,True,True,True,annotated,good,,7.023650265187886,6.853742930322002,1.5355360278205867,False,True,9,0.0,,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step1/session.json
IHTest_202108_DistStA,path12,path12_step2,IHTest_202108_DistStA / path12 / path12_step2,without_prior_cyl,True,True,True,annotated,good,,1.7089676247760535,1.4443513925504723,0.913465597255976,True,True,9,0.0,,,2,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step2/session.json
IHTest_202108_DistStA,path12,path12_step3,IHTest_202108_DistStA / path12 / path12_step3,without_prior_cyl,True,True,True,annotated,good,,2.34189311516586,2.162822467158255,0.8981438294709453,True,True,8,0.0,,,2,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step3/session.json
IHTest_202108_DistStA,path12,path12_step4,IHTest_202108_DistStA / path12 / path12_step4,without_prior_cyl,True,True,True,annotated,bad,,14.279124527351517,14.135021758496615,2.023501211869901,False,False,8,0.0,,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step4/session.json
IHTest_202108_DistStA,path12,path12_step5,IHTest_202108_DistStA / path12 / path12_step5,without_prior_cyl,True,True,True,annotated,bad,,29.86074394643603,29.668778451722666,3.3804754424803787,False,False,8,0.0,,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step5/session.json
IHTest_202108_DistStA,path12,path12_step6,IHTest_202108_DistStA / path12 / path12_step6,without_prior_cyl,True,False,False,no_fit_ready,bad,,,,,False,False,0,0.0,,,0,0,pending_recompute_after_completed_labels,,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path12/path12_step6/session.json
IHTest_202108_DistStA,path14,path14_step1,IHTest_202108_DistStA / path14 / path14_step1,without_prior_cyl,True,True,True,annotated,usable with caution,,10.372884737700572,9.026445322722642,5.110775148401656,False,False,8,120.267681,120.267681,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path14/path14_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path14/path14_step1/session.json
IHTest_202108_DistStA,path1,path1_step4,IHTest_202108_DistStA / path1 / path1_step4,without_prior_cyl,True,False,False,no_fit_ready,,,,,,False,False,0,0.0,,,0,0,pending_recompute_after_completed_labels,,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path1/path1_step4/session.json
IHTest_202108_DistStA,path1,path1_step9,IHTest_202108_DistStA / path1 / path1_step9,without_prior_cyl,True,True,True,annotated,bad,,0.9940669829367237,0.9691857716904294,0.22101607750964056,True,True,8,126.850755,126.850755,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path1/path1_step9/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path1/path1_step9/session.json
IHTest_202108_DistStA,path2,path2_step1,IHTest_202108_DistStA / path2 / path2_step1,without_prior_cyl,True,True,True,annotated,usable with caution,,7.768033838020311,7.577266071997899,1.710961303705636,False,True,8,593.787531,593.787531,,2,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path2/path2_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path2/path2_step1/session.json
IHTest_202108_DistStA,path2,path2_step2,IHTest_202108_DistStA / path2 / path2_step2,without_prior_cyl,True,True,True,annotated,bad,,18.19143466604968,17.614565017368182,4.544820618909306,False,False,9,377.748701,377.748701,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path2/path2_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path2/path2_step2/session.json
IHTest_202108_DistStA,path2,path2_step3,IHTest_202108_DistStA / path2 / path2_step3,without_prior_cyl,True,True,True,annotated,bad,,2.4500239003773423,2.3799171424856818,0.5819033487813885,True,True,8,266.520427,266.520427,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path2/path2_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path2/path2_step3/session.json
IHTest_202108_DistStA,path2,path2_step4,IHTest_202108_DistStA / path2 / path2_step4,without_prior_cyl,True,True,True,annotated,usable with caution,,3.407031658442644,3.0383580649086324,1.5415073762506306,True,True,8,138.199623,138.199623,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path2/path2_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path2/path2_step4/session.json
IHTest_202108_DistStA,path4,path4_step5,IHTest_202108_DistStA / path4 / path4_step5,without_prior_cyl,True,True,True,impossible_scene_no_verdict_recorded,,,23.444330642081297,23.2545020713619,2.9773768099212763,False,False,8,0.0,,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path4/path4_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path4/path4_step5/session.json
IHTest_202108_DistStA,path4,path4_step6,IHTest_202108_DistStA / path4 / path4_step6,without_prior_cyl,True,True,True,annotated,good,,2.275181869602108,2.169816450278288,0.6843603669616432,True,True,8,0.0,,,0,3,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path4/path4_step6/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path4/path4_step6/session.json
IHTest_202108_DistStA,path7,path7_step22,IHTest_202108_DistStA / path7 / path7_step22,without_prior_cyl,True,True,True,annotated,good,,2.1586462190315325,2.0333311457478676,0.7247882109077081,True,True,8,122.500825,122.500825,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path7/path7_step22/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path7/path7_step22/session.json
IHTest_202108_DistStA,path7,path7_step9,IHTest_202108_DistStA / path7 / path7_step9,without_prior_cyl,True,True,True,annotated,good,,1.5453358827241117,1.4920085282944902,0.4024593668076562,True,True,8,122.199616,122.199616,,1,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path7/path7_step9/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path7/path7_step9/session.json
IHTest_202108_DistStA,path9,path9_step11,IHTest_202108_DistStA / path9 / path9_step11,without_prior_cyl,True,True,True,annotated,bad,,1.2798288367159676,1.216739511916223,0.3968712781641154,True,True,8,144.004477,144.004477,,2,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path9/path9_step11/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path9/path9_step11/session.json
IHTest_202108_DistStA,path9,path9_step17,IHTest_202108_DistStA / path9 / path9_step17,without_prior_cyl,True,True,True,annotated,good,,2.8394956598346353,2.645560321799985,1.0313807182303196,True,True,8,93.245936,93.245936,,0,0,pending_recompute_after_completed_labels,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path9/path9_step17/fit.json,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path9/path9_step17/session.json
IHTest_202108_DistStA,path9,path9_step4,IHTest_202108_DistStA / path9 / path9_step4,without_prior_cyl,True,False,False,no_fit_ready,,,,,,False,False,0,0.0,,,0,0,pending_recompute_after_completed_labels,,analysis/annotation_workspace_nocyl/IHTest_202108_DistStA/path9/path9_step4/session.json
